module,testCaseId,preRequisites,title,text,steps,expectedResults,automationManual,priority,createdBy,risk,version,type
Doctors-Wards,TC_285,1. Discharge Intimated/Initiated UHID/IP Number,Discharge Summary - Print Draft,Verify User able to Print Draft Patient Discharge Summary,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Discharge Summary
5.Enter UHID/IP and Click on Go
6. Click on Print Draft",Page Should navigate to Print Screen,Automation,P2,Sumitha,High,V18,Function 
Doctors-Wards,TC_286,1. Discharge Intimated/Initiated UHID/IP Number,Discharge Summary - Draft(Annexure),Verify User able to Draft(Annexure) Patient Discharge Summary,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Discharge Summary
5.Enter UHID/IP and Click on Go
6. Click on Draft(Annexure)",Page Should navigate to Print Screen,Automation,P2,Sumitha,High,V16,Function 
Doctors-Wards,TC_287,1. Discharge Intimated/Initiated UHID/IP Number,Discharge Summary - Discharge Summary Finalized,Verify User able to finalize Discharge Summary ,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Discharge Summary
5.Enter UHID/IP and Click on Go
6. Enter Any Details
7. Click on Discharge Summary Finalized and click ok on the popup displayed",Record saved successfully Message should be displayed,Automation,P2,Sumitha,High,V4,Function 
Doctors-Wards,TC_288,"1. Discharge Intimated/Initiated UHID/IP Number
2. Discharge Summary Finalized",Discharge Summary - Print,Verify User able to Print Patient Discharge Summary,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Discharge Summary
5.Enter UHID/IP and Click on Go
6. Click on Print",Page Should navigate to Print Screen,Automation,P2,Sumitha,High,V16,Function 
Doctors-Wards,TC_289,"1. Discharge Intimated/Initiated UHID/IP Number
2. Discharge Summary Finalized",Discharge Summary - Print(Annexure),Verify User able to Print(Annexure) Patient Discharge Summary,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Discharge Summary
5.Enter UHID/IP and Click on Go
6. Click on Print(Annexure)",Page Should navigate to Print Screen,Automation,P2,Sumitha,High,V18,Function 
Doctors-Wards,TC_290,"1. Discharge Intimated/Initiated UHID/IP Number
2. Discharge Summary Finalized",Discharge Summary - Post To Prism,Verify User able to post Discharge Summary to Prism,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Discharge Summary
5.Enter UHID/IP and Click on Go
6. Click on Post to Prism",report posted successfully Message should be displayed,Automation,P2,Sumitha,High,V16,Function 
Doctors-Wards,TC_291,1. Dead Patient UHID/IP Number,Death summary - Save Draft,Verify User Able to save Draft in Death Summary,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Death Summary
5. Enter UHID/IP and Click on Go
6. Click on Save Draft and Click ok on the pop up displayed",Record saved successfully Message should be displayed,Automation,P2,Sumitha,High,V5,Function 
Doctors-Wards,TC_292,"1. Dead Patient UHID/IP Number
2. Draft Saved",Death summary - Update Draft,Verify User Able to Update Draft in Death Summary,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Death Summary
5. Enter UHID/IP and Click on Go
6. Click on Update Draft and Click ok on the pop up displayed",Record saved successfully Message should be displayed,Automation,P2,Sumitha,High,V1,Function 
Doctors-Wards,TC_293,"1. Dead Patient UHID/IP Number
2. Draft Saved",Death summary - Print Draft,Verify User Able to Print Draft in Death Summary,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Death Summary
5. Enter UHID/IP and Click on Go
6. Click on Print Draft",Page Should navigate to Print Screen,Automation,P2,Sumitha,High,V5,Function 
Doctors-Wards,TC_294,"1. Dead Patient UHID/IP Number
2. Draft Saved",Death summary - Draft(Annexure),Verify User Able to Draft(Annexure) in Death Summary,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Death Summary
5. Enter UHID/IP and Click on Go
6. Click on Draft(Annexure)",Page Should navigate to Print Screen,Automation,P2,Sumitha,High,V16,Function 
Doctors-Wards,TC_295,1. Dead Patient UHID/IP Number,Death summary - Save,Verify User Able to Save Death Summary,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Death Summary
5. Enter UHID/IP and Click on Go
6. Click on Add Diagnosis link
7. Enter Diagnosis name and Click on search
8. Select the diagnosis and Click on Add
9. Enter Expected Date of discharge and click on Save
10. In Death summary Page Click on Save",Record saved successfully Message should be displayed,Automation,P2,Sumitha,High,V18,Function 
Doctors-Wards,TC_296,"1. Dead Patient UHID/IP Number
2. Principal Diagnosis saved",Death summary - Save (Principal Diagnosis),Verify User Able to Save with Principal Diagnosis  already present for Death Summary ,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Death Summary
5. Enter UHID/IP and Click on Go
6. In Death summary Page Click on Save",Record saved successfully Message should be displayed,Automation,P2,Sumitha,High,V14,Function 
Doctors-Wards,TC_297,"1. Dead Patient UHID/IP Number
2. Death Summary Saved",Death Summary - Print,Verify User able to Print Patient Death Summary,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Death Summary
5.Enter UHID/IP and Click on Go
6. Click on Print",Page Should navigate to Print Screen,Automation,P2,Sumitha,High,V18,Function 
Doctors-Wards,TC_298,"1. Dead Patient UHID/IP Number
2. Death Summary Saved",Death Summary - Print(Annexure),Verify User able to Print(Annexure) Patient Death Summary,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Death Summary
5.Enter UHID/IP and Click on Go
6. Click on Print(Annexure)",Page Should navigate to Print Screen,Automation,P2,Sumitha,High,V16,Function 
Doctors-Wards,TC_299,Valid UHID,Case Record - View,Verify User Able to View Case Record,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Case Record
5.Enter Registration No. and Click on Go
6.Click on IP number and Select a Date",The Selected Date Details should be displayed,Automation,P2,Sumitha,High,V17,Function 
Doctors-Wards,TC_300,Valid UHID,Case Record - Case Sheet Report,Verify User Able to View Case Sheet Report in Case Record,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Case Record
5.Enter Registration No. and Click on Go
6. Click on IP number and Click on Case Sheet Report Link",The Case Sheet Report Should be displayed,Automation,P2,Sumitha,High,V3,Function 
Doctors-Wards,TC_301,Valid UHID,Case Record - View Service Requests,Verify User Able to View  Service Requests in Case Record,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Doctors and wards from the drop down.
4.Navigate to Functions->Transactions->Case Record
5.Enter Registration No. and Click on Go
6. Click on IP number and Click on View Service Requests Link",The Patient Request Details Should be Displayed,Automation,P2,Sumitha,High,V8,Function 
Dynamic Forms,TC_302,,Form Master - Form Details,Verify User able to add a new Form,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Form Master
5. Click on Forms Details tab
5.Enter the Form Name
6.Enter the Form Display Name and Form Description
7.Select Group
8.Select Sub-Group
9.Click on QF Code check Box
10.Enter QF code and click on save button",User should be able to add new Form,Manual,P1,Sankar,Critical,V13,Function 
Dynamic Forms,TC_303,,Form Master - Panel Mapping - Set Sequence -> Save,Verify User able to View Panels Details ,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Form Master
5. Click on Panel Mapping tab
6.Enter Form Name and Search Panel Data
7.Select Form Name and Panel check Box
8.click on Set Sequence button and set the sequence type, Column in Panel, Gender.
9.Click on save button",User Should be able set sequence for added Panels,Manual,P1,Sankar,Critical,V9,Function 
Dynamic Forms,TC_304,,Form Master - Panel Mapping - View,Verify User able to View Sequence set Details form Panels Details tab,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Form Master
5. Click on Panel Mapping tab
5.Select Panels check box
6.click on Set Sequence",User Should be able able to View Sequence set Details form Panels Details tab,Manual,P1,Sankar,Critical,V16,Function 
Dynamic Forms,TC_305,,Form Master - Parameter Mapping - Set Sequence,Verify User able to Map Parameters to specific Panels and Set Sequence to it,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Form Master
5.Select Form Name and Panel and Click on Parameter Mapping tab
6.Select Parameter's check box
7.Select Form and Panel from Dropdown
8.Click on Set Sequence button",User should be able to Map Parameters to specific Form Panels and set sequence,Manual,P1,Sankar,Critical,V3,Function 
Dynamic Forms,TC_306,,Form Master - Parameter Mapping - View,Verify User able to view the Parameter mapped sequence Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Form Master
5.Select Form Name and Panel and Click on Parameter Mapping tab
6.Select Parameter's check box
7.Select Form and Panel from Dropdown
8.Click on View Button",User should be able to view Mapped Parameters to Panel,Manual,P1,Sankar,Critical,V14,Function 
Dynamic Forms,TC_307,,Form Master - Parameter Mapping - Preview,Verify User able to view the Parameter mapped sequence Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Form Master
5.Select Form Name and Panel and Click on Parameter Mapping tab
6.Select Panels check box
7.Select Form and Panel from Dropdown
8.Click on Preview Form Icon",User should be able to view Preview of Mapped Parameters to Panel,Manual,P1,Sankar,Critical,V5,Function 
Dynamic Forms,TC_308,,Panel Master - Save,Verify User able to create Panels ,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Panel Master
5.Enter Panel Name. Font Size, Panel Display Name and Panel Description.
6.Select Bold or Italic or underline CheckBox
7.Click on Save",User should be able to add new Panel Details,Manual,P1,Sankar,Critical,V8,Function 
Dynamic Forms,TC_309,,Panel Master - View,Verify User able to View Panels Details ,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Panel Master
5.Enter Panel Name to search particular record or Leave blank to search all Details
6.Click on View",User should be able to view Panel Details,Manual,P1,Sankar,Critical,V13,Function 
Dynamic Forms,TC_310,,Panel Master - Delete,Verify User able to Delete Panels ,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Panel Master
5.Enter Panel Name to search particular record or Leave blank to search all Details
6.Click on View
7.Click on Delete icon for that particular Record",User should be able to delete the Panel Details,Manual,P1,Sankar,Critical,V17,Function 
Dynamic Forms,TC_311,,Panel Master - Update,Verify User able to Update Panels,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Panel Master
5.Enter Panel Name to search particular record or Leave blank to search all Details
6.Click on View
7.Click on Update icon for that particular Record
8.Make Changes and click on update button.",User able to update Panel Details,Manual,P1,Sankar,Critical,V2,Function 
Dynamic Forms,TC_312,,Grid Parameter - Grid View - Add,Verify User is able Save a Parameter as Grid View Control Type,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Grid Parameter Master
5.Enter Parameter Name, Display Name and First Column Name
6.Click on Grid View Radio Button
7.Under Column section, Enter Column Name, Display Name and Control Type and click on Add button.
8.Click on Save button",User should be able to Save Grid Control Type for that particular Parameter,Manual,P1,Sankar,Critical,V16,Function 
Dynamic Forms,TC_313,,Grid Parameter - Grid View - Delete Added Column Details,Verify User is able Save a Parameter as Grid View Control Type,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Grid Parameter Master
5.Enter Parameter Name, Display Name and First Column Name
6.Click on Grid View Radio Button
7.Under Column section, Enter Column Name, Display Name and Control Type and click on Add button.
8.Click on Delete icon.",User should be able to delete the column Details added temporrarly,Manual,P1,Sankar,Critical,V9,Function 
Dynamic Forms,TC_314,,Grid Parameter - Grid View - Update,Verify User is able Save a Parameter as Grid View Control Type,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Grid Parameter Master
5.Enter Parameter Name to search particular record or Leave blank to search all Details
6.Click on Update icon for selected Records",User should be able to Update Grid Control Type Parameter Record,Manual,P1,Sankar,Critical,V9,Function 
Dynamic Forms,TC_315,,Grid Parameter - Grid View - Delete  ,Verify User is able Save a Parameter as Grid View Control Type,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Grid Parameter Master
5.Enter Parameter Name to search particular record or Leave blank to search all Details
7.Click on Delete icon for selected Records",User should be able to Delete Grid Control Type Parameter Record,Manual,P1,Sankar,Critical,V18,Function 
Dynamic Forms,TC_316,,Grid Parameter -  Worksheet - Add,Verify User is able Save a Parameter as Worksheet Type,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Grid Parameter Master
5.Enter Parameter Name, Display Name and First Column Name
6.Click on Worksheet Radio Button, Select Occupty Row Check Box
7.Under Row section, Enter Row Name, Display Name and Control Type and click on Add button.
8.Under Column section, Enter Column Name, Display Name and click on Add button.
9.Click on Save button",User should be able to Save Worksheet Type for that particular Parameter,Manual,P1,Sankar,Critical,V11,Function 
Dynamic Forms,TC_317,,Grid Parameter -  Worksheet - Update,Verify User is able Save a Parameter as Worksheet Type,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Grid Parameter Master
5.Enter Parameter Name, Display Name and First Column Name
6.Click on Worksheet Radio Button  Select Occupty Row Check Box
7.Under Row section, Enter Row Name, Display Name and Control Type and click on Add button.
8.Under Column section, Enter Column Name, Display Name and click on Add button.
9.Click on Save button",User should be able to Update Worksheet Type for that particular Parameter,Manual,P1,Sankar,Critical,V5,Function 
Dynamic Forms,TC_318,,Grid Parameter -  Worksheet - Delete,Verify User is able Save a Parameter as Worksheet Type,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Grid Parameter Master
5.Enter Parameter Name, Display Name and First Column Name
6.Click on Worksheet Radio Button, Select Occupty Row Check Box
7.Under Row section, Enter Row Name, Display Name and Control Type and click on Add button.
8.Under Column section, Enter Column Name, Display Name and click on Add button.
9.Click on Save button",User should be able to Delete Worksheet Type for that particular Parameter,Manual,P1,Sankar,Critical,V5,Function 
Dynamic Forms,TC_319,,Group - View,Verify User is able to view Group Details ,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Group
5.Enter Group Name to search particular record or Leave blank to search all Details
6.Click on View",User should be able to View Group Details,Manual,P1,Sankar,Critical,V3,Function 
Dynamic Forms,TC_320,,Group - Save,Verify User is able to Save Group Details ,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Group
5.Enter Group Name
6.Click on save",User should be able to Save Group Details,Manual,P1,Sankar,Critical,V2,Function 
Dynamic Forms,TC_321,Group Name,Sub Group - View ,Verify User is able to view Sub Group Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Group
5.Select SubGroup tab, Enter Particular Subgroup Name or leave the field empty for All Records.
6.Click on View",User should be able to vieiw Sub Group details,Manual,P1,Sankar,Critical,V6,Function 
Dynamic Forms,TC_322,Group Name,Sub Group - Save,Verify User is able to add Sub Group for particular Group,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Group
5.Select SubGroup tab, select Subgroup and enter  Sub Group Name
6.Click on save",User should be able to add sub group to main group,Manual,P1,Sankar,Critical,V14,Function 
Dynamic Forms,TC_323,"Group Name
Sub Group Name",Map Assessment  Screens to Group/Subgroup - View,Verify User is able to view Group Details ,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Group
5.Select Map Assessment  Screens to Group/Subgroup tab
6.Select Particular assesment screen along with Group and Subgroup for particular search or only Select assesment screen value or leave the fields empty for all records.
7.Click on View",User should be able to view Assesment mapped information,Manual,P1,Sankar,Critical,V3,Function 
Dynamic Forms,TC_324,"Group Name
Sub Group Name",Map Assessment  Screens to Group/Subgroup - Delete,Verify User is able to Delete Group/Subgroup with particular Assessment Screen,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Group
5.Select Map Assessment  Screens to Group/Subgroup tab
6.Select Particular assesment screen along with Group and Subgroup for particular search or only Select assesment screen value or leave the fields empty for all records.
8.Click on View
9.Select Particular Record and click on Delete icon",User should be able to delete the mapped assessment group,Manual,P1,Sankar,Critical,V16,Function 
Dynamic Forms,TC_325,"Group Name
Sub Group Name",Map Assessment  Screens to Group/Subgroup - Save,Verify User is able to add Group/Subgroup with particular Assessment Screen,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Group
5.Select Map Assessment  Screens to Group/Subgroup tab
6.Select Particular assesment screen along with Group and Subgroup and click on add button.
7.Click on Save button",User should be able to add mapping between assesment type and group details,Manual,P1,Sankar,Critical,V1,Function 
Dynamic Forms,TC_326,Form Name,Formula Mapping - Preview,Verify User is able to Preview Formula Mapped to particular Parameter,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Formula Mapping
5.Select Form name and Click on Preview icon",User should be able to view the Test Results of entered formula,Manual,P1,Sankar,Critical,V17,Function 
Dynamic Forms,TC_327,Form Name,Formula Mapping - Test,Verify User is able to Test Formula Mapped to particular Parameter,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Formula Mapping
5.Select Form name,panel and Formula parameter
6.Under Parameter section, Select panel name and Create the formula with Operator buttons given
7.Click on Test to view the desired Results is upto the expectation",User should be able to view the Test Results of entered formula,Manual,P1,Sankar,Critical,V9,Function 
Dynamic Forms,TC_328,Form Name,Formula Mapping - Save,Verify User is able to Save Formula Mapped to particular Parameter,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Formula Mapping
5.Select Form name,panel and Formula parameter
6.Under Parameter section, Select panel name and Create the formula with Operator buttons given
7.Click on Test to view the desired Results is upto the expectation
7.Click on Save button",User should be able to Map formula to parameters,Manual,P1,Sankar,Critical,V10,Function 
Dynamic Forms,TC_329,Existing Form Name,Search -> Search from existing Form,Verify User is able to search based on existing forms,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Search
5.Go to Search from existing Form
6.Enter existing Form name
7.Select from the dropdown click on Search button",User should be view Form Details and make modifications,Manual,P1,Sankar,Critical,V5,Function 
Dynamic Forms,TC_330,existing Form Name,Search -> Search from existing Form -> Active Only,Verify User is able to search based on existing forms for active forms only,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Search
5.Go to Search from existing Form
6.Enter existing Form name and click on Active only Check Box
7.Select from the dropdown click on Search button",User should be able to Search based on active existing forms only,Manual,P1,Sankar,Critical,V9,Function 
Dynamic Forms,TC_331,,Search -> Search with Group Name,Verify User is able to search based on Group Name,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Search
5.Select Group from Drop Down and click on search",User should be able to view Form Details,Manual,P1,Sankar,Critical,V11,Function 
Dynamic Forms,TC_332,,Search -> Search with Group Name ->Active,Verify User is able to change Form Status from Active to In-Active,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Search
5.Select Group and sub Group from Drop Down and click on search
6.Select a particular form and click on active link",User should be able to change Active status to In-Active status,Manual,P1,Sankar,Critical,V1,Function 
Dynamic Forms,TC_333,,Search -> Search with Group Name ->Preview,Verify User is able to Preview Form Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Search
5.Select Group and sub Group from Drop Down and click on search
6.Select a particular form and click on Preview Link",User should be able to preview Form Details,Manual,P1,Sankar,Critical,V7,Function 
Dynamic Forms,TC_334,Form should not be Published status,Search -> Search with Group Name ->Edit,Verify User is able to edit Form Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Search
5.Select Group and sub Group from Drop Down and click on search
6.Select a particular form and click on Edit link
7.Edit Form Details
8.Click on Update button
",User should be able to Edit Form Details,Manual,P1,Sankar,Critical,V4,Function 
Dynamic Forms,TC_335,,Search -> Search with Group Name ->Clone,Verify User is able to clone Form Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Search
5.Select Group and sub Group from Drop Down and click on search
6.Select a particular form and click on Clone link
7.Enter New form Name and click on clone button",User should be able to clone Form ,Manual,P1,Sankar,Critical,V2,Function 
Dynamic Forms,TC_336,Form should not be in published status,Search -> Search with Group Name ->Push,Verify User is able to push Form Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Masters -> Search
5.Select Group and sub Group from Drop Down and click on search
6.Select a particular form and click on Push link",User should be able to Push the Form,Manual,P1,Sankar,Critical,V6,Function 
Dynamic Forms,TC_337,,Approval - Approvals - Region Search,Verify User is able to Approve Forms based on Region Search,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function ->  Approvals->Approvals
5.Select Region and click on view",User should be able to View Approve Forms based on Region Search,Automation ,P2,Sankar,High,V5,Function 
Dynamic Forms,TC_338,,Approval - Approvals - Approved status - approved - Preview,Verify User is able to give Preview Request for Approved forms,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function ->  Approvals->Approvals
5.Select Approved Status as Approved and click on view
6.Click on Preview icon button",User should be able to give Preview Request for Approved forms,Automation ,P2,Sankar,High,V6,Function 
Dynamic Forms,TC_339,Approved status -> Not Approved,Approval - Approvals - Approved status - not approved - Preview,Verify User is able to give Preview Request for not approved forms,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function ->  Approvals->Approvals
5.Select Approved Status as Not Approved and click on view
6.Click on Preview icon button",User should be able to give Preview Request for not approved forms,Automation ,P2,Sankar,High,V5,Function 
Dynamic Forms,TC_340,Approved status -> Not Approved,Approval - Approvals - Approved status - not approved - Approve Request,Verify User is able to give Approve Request for not approved forms,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function ->  Approvals->Approvals
5.Select Approved Status as Not Approved and click on view
6.Click on Approve icon button",User should be able to give Approve Request for not approved forms,Automation ,P2,Sankar,High,V13,Function 
Dynamic Forms,TC_341,Approved status -> Not Approved,Approval - Approvals - Approved status - not approved - Delete,Verify User is able to give Delete Request for not approved forms,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function ->  Approvals->Approvals
5.Select Approved Status as Not Approved and click on view
6.Click on Delete icon button",User should be able to give Delete Request for not approved forms,Automation ,P2,Sankar,High,V16,Function 
Dynamic Forms,TC_342,,Transactions - Assessment Request - Location - Request,Verify User is able to Raise Assesment Request Based on Location,"""1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Transactions -> Assessment Request 
5.Enter UHID and Click on Location Radio Button
6.Select Patient Type and Speciality 
7.List of Forms will be displayed, select desired Forms and Click  on Add button
8.Select from List of Form Request
9.Click on Request",User should be able to raise request based on Location,Automation ,P2,Sankar,High,V16,Function 
Dynamic Forms,TC_343,,Transactions - Assessment Request - Location - Add Quick List,Verify User is able to Add to Quick List Based on Location,"""1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Transactions -> Assessment Request 
5.Click on Location Radio Button
6.Select Patient Type and Speciality 
7.List of Forms will be displayed, select desired Forms and Click  on Add button
8.Select from List of Form Request
9.Click on AddQuickList Button",User should be able to raise Request to Quick List. This should be able to view under Personal Column,Automation ,P2,Sankar,High,V12,Function 
Dynamic Forms,TC_344,,Transactions - Assessment Request - Location - Add Existing Quick List,Verify User is able to Add to Existing Quick List Based on Location,"""1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Transactions -> Assessment Request 
5.Click on Location Radio Button
6.Select Patient Type and Speciality 
7.List of Forms will be displayed, select desired Forms and Click  on Add button
8.Select from List of Form Request
9.Click on Request",User should be able to Add to Existing Quick List Based on Location,Automation ,P2,Sankar,High,V10,Function 
Dynamic Forms,TC_345,Quick List should be added,Transactions - Assessment Request - Personal - Request,Verify User is able to Raise Assesment Request Based on Personal Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select Dynamic Forms from the drop down.
4.Go to Function -> Transactions -> Assessment Request 
5.Enter UHID and Click on Personal Radio Button
6.Select from Quick List Form, select desired Forms and Click  on Add button  
7.Select from List of Form Request
8.Click on Request",User should be able to Verify Personal Request,Automation ,P2,Sankar,High,V13,Function 
